well;ID;sample;dominant_family;percentage;reads_spikein;reads
I23-1327-M02_S442_R1_001;I23-1327-M02;sample;Pseudomonadaceae;48,68;76;610
I23-1327-M03_S458_R1_001;I23-1327-M03;sample;Bacillaceae;83,32;7538;70101
I23-1327-M04_S474_R1_001;I23-1327-M04;sample;Pseudomonadaceae;36,02;5220;53457
I23-1327-M05_S490_R1_001;I23-1327-M05;sample;Xanthomonadaceae;32,65;49;401
I23-1327-M06_S506_R1_001;I23-1327-M06;sample;Pseudomonadaceae;61,9;1155;7759
I23-1327-M07_S522_R1_001;I23-1327-M07;sample;Micrococcaceae;86;7206;86879
I23-1327-M08_S538_R1_001;I23-1327-M08;sample;Weeksellaceae;50;14;169
I23-1327-M09_S554_R1_001;I23-1327-M09;sample;Comamonadaceae;33,13;9955;91809
I23-1327-M10_S570_R1_001;I23-1327-M10;sample;Weeksellaceae;54,26;94;755
I23-1327-M11_S586_R1_001;I23-1327-M11;sample;Micrococcaceae;30,36;3653;36524
I23-1327-M12_S602_R1_001;I23-1327-M12;sample;Pseudomonadaceae;72,38;6742;46306
I23-1327-M13_S618_R1_001;I23-1327-M13;sample;Bacillaceae;2,03;493;3649
I23-1327-M14_S634_R1_001;I23-1327-M14;sample;Weeksellaceae;61,54;13;176
I23-1327-M15_S650_R1_001;I23-1327-M15;sample;Rhizobiaceae;2,58;271;2360
I23-1327-M16_S666_R1_001;I23-1327-M16;sample;Xanthomonadaceae;64,11;7277;64842
I23-1327-M17_S682_R1_001;I23-1327-M17;sample;Methylobacteriaceae;67,22;787;5852
I23-1327-M18_S698_R1_001;I23-1327-M18;sample;Pseudomonadaceae;83,5;2940;26833
I23-1327-M19_S714_R1_001;I23-1327-M19;sample;Bacillaceae;81,24;7315;70325
I23-1327-M20_S730_R1_001;I23-1327-M20;sample;Weeksellaceae;65,69;102;1126
I23-1327-M21_S746_R1_001;I23-1327-M21;sample;Micrococcaceae;78,75;6354;52581
I23-1327-M22_S762_R1_001;I23-1327-M22;sample;Pseudomonadaceae;65,08;63;411
I23-1327-M23_S778_R1_001;I23-1327-M23;sample;Micrococcaceae;14,52;62;440
I23-1327-M24_S794_R1_001;I23-1327-M24;sample;Weeksellaceae;75;4;74
I23-1327-N01_S427_R1_001;I23-1327-N01;sample;Pseudomonadaceae;34,42;3701;34388
I23-1327-N02_S443_R1_001;I23-1327-N02;sample;Sphingomonadaceae;100;1;53
I23-1327-N03_S459_R1_001;I23-1327-N03;sample;Sphingobacteriaceae;28,18;589;5436
I23-1327-N04_S475_R1_001;I23-1327-N04;sample;Microbacteriaceae;18,44;7098;81288
I23-1327-N05_S491_R1_001;I23-1327-N05;sample;Sphingobacteriaceae;22,56;3400;35885
I23-1327-N06_S507_R1_001;I23-1327-N06;sample;Sphingomonadaceae;6,21;290;3252
I23-1327-N07_S523_R1_001;I23-1327-N07;sample;Comamonadaceae;31,91;1103;13445
I23-1327-N08_S539_R1_001;I23-1327-N08;sample;Micrococcaceae;18,95;8502;84464
I23-1327-N09_S555_R1_001;I23-1327-N09;sample;Xanthomonadaceae;79,41;4113;31764
I23-1327-N10_S571_R1_001;I23-1327-N10;sample;Micrococcaceae;18,92;10075;112550
I23-1327-N11_S587_R1_001;I23-1327-N11;sample;Pseudomonadaceae;59,65;2813;28724
I23-1327-N12_S603_R1_001;I23-1327-N12;sample;Xanthomonadaceae;14,12;13458;119700
I23-1327-N13_S619_R1_001;I23-1327-N13;sample;Pseudomonadaceae;23,11;437;3005
I23-1327-N14_S635_R1_001;I23-1327-N14;sample;Xanthomonadaceae;59,48;9955;114738
I23-1327-N15_S651_R1_001;I23-1327-N15;sample;Sphingobacteriaceae;14,23;562;4311
I23-1327-N16_S667_R1_001;I23-1327-N16;sample;Xanthomonadaceae;86,84;10982;108841
I23-1327-N17_S683_R1_001;I23-1327-N17;sample;Streptomycetaceae;49,89;8589;94566
I23-1327-N18_S699_R1_001;I23-1327-N18;sample;Xanthomonadaceae;85,64;3802;31933
I23-1327-N19_S715_R1_001;I23-1327-N19;sample;Micrococcaceae;19,92;4824;41190
I23-1327-N20_S731_R1_001;I23-1327-N20;sample;Flavobacteriaceae;20,82;1782;17375
I23-1327-N21_S747_R1_001;I23-1327-N21;sample;Micrococcaceae;26,56;1585;10922
I23-1327-N22_S763_R1_001;I23-1327-N22;sample;Micrococcaceae;33,33;24;261
I23-1327-N23_S779_R1_001;I23-1327-N23;sample;Comamonadaceae;23,45;2499;17492
I23-1327-N24_S795_R1_001;I23-1327-N24;sample;Pseudomonadaceae;83,29;7486;71790
I23-1327-O01_S428_R1_001;I23-1327-O01;sample;Rhizobiaceae;43,16;190;1571
I23-1327-O02_S444_R1_001;I23-1327-O02;sample;Pseudomonadaceae;41,94;31;350
I23-1327-O03_S460_R1_001;I23-1327-O03;sample;Rhizobiaceae;55,93;118;1314
I23-1327-O04_S476_R1_001;I23-1327-O04;sample;Weeksellaceae;47,5;80;611
I23-1327-O05_S492_R1_001;I23-1327-O05;sample;Pseudomonadaceae;55,04;10881;109488
I23-1327-O06_S508_R1_001;I23-1327-O06;sample;Weeksellaceae;40;40;346
I23-1327-O07_S524_R1_001;I23-1327-O07;sample;Micrococcaceae;31,35;6491;66477
I23-1327-O08_S540_R1_001;I23-1327-O08;sample;Weeksellaceae;57,14;14;177
I23-1327-O09_S556_R1_001;I23-1327-O09;sample;Pseudomonadaceae;77,19;13240;138483
I23-1327-O10_S572_R1_001;I23-1327-O10;sample;Weeksellaceae;81,25;16;157
I23-1327-O11_S588_R1_001;I23-1327-O11;sample;Xanthomonadaceae;72,74;8825;101634
I23-1327-O12_S604_R1_001;I23-1327-O12;sample;Weeksellaceae;52,31;65;433
I23-1327-O13_S620_R1_001;I23-1327-O13;sample;Bacillaceae;88,89;15018;147994
I23-1327-O14_S636_R1_001;I23-1327-O14;sample;Micrococcaceae;18,33;15370;156111
I23-1327-O15_S652_R1_001;I23-1327-O15;sample;Microbacteriaceae;15,07;5506;49802
I23-1327-O16_S668_R1_001;I23-1327-O16;sample;Microbacteriaceae;12,77;321;1964
I23-1327-O17_S684_R1_001;I23-1327-O17;sample;Pseudomonadaceae;82,39;16350;157016
I23-1327-O18_S700_R1_001;I23-1327-O18;sample;Streptomycetaceae;100;1;64
I23-1327-O19_S716_R1_001;I23-1327-O19;sample;Pseudomonadaceae;35,09;8856;92060
I23-1327-O20_S732_R1_001;I23-1327-O20;sample;Microbacteriaceae;13,33;435;3478
I23-1327-O21_S748_R1_001;I23-1327-O21;sample;Pseudomonadaceae;36,51;3065;23366
I23-1327-O22_S764_R1_001;I23-1327-O22;sample;Weeksellaceae;55,56;27;236
I23-1327-O23_S780_R1_001;I23-1327-O23;sample;Pseudomonadaceae;70,19;11132;114083
I23-1327-O24_S796_R1_001;I23-1327-O24;sample;Bacillaceae;79,12;9583;92142
I23-1327-P01_S429_R1_001;I23-1327-P01;sample;Microbacteriaceae;15,22;414;3616
I23-1327-P02_S445_R1_001;I23-1327-P02;sample;Xanthomonadaceae;76,37;8105;81665
I23-1327-P03_S461_R1_001;I23-1327-P03;sample;Weeksellaceae;57,78;2307;19250
I23-1327-P04_S477_R1_001;I23-1327-P04;sample;Xanthomonadaceae;67,44;43;625
I23-1327-P05_S493_R1_001;I23-1327-P05;sample;Micrococcaceae;22,22;8695;87392
I23-1327-P06_S509_R1_001;I23-1327-P06;sample;Xanthomonadaceae;81,5;4357;30625
I23-1327-P07_S525_R1_001;I23-1327-P07;sample;Micrococcaceae;42,25;14991;152022
I23-1327-P08_S541_R1_001;I23-1327-P08;sample;Alcaligenaceae;11,68;5940;43040
I23-1327-P09_S557_R1_001;I23-1327-P09;sample;0;0;0;95
I23-1327-P10_S573_R1_001;I23-1327-P10;sample;Pseudomonadaceae;74,49;9568;100000
I23-1327-P11_S589_R1_001;I23-1327-P11;sample;Rhizobiaceae;16,63;8270;69531
I23-1327-P12_S605_R1_001;I23-1327-P12;sample;Boseaceae;8,65;208;2014
I23-1327-P13_S621_R1_001;I23-1327-P13;sample;Micrococcaceae;14,49;1435;13829
I23-1327-P14_S637_R1_001;I23-1327-P14;sample;Xanthomonadaceae;81,41;9397;88894
I23-1327-P15_S653_R1_001;I23-1327-P15;sample;Microbacteriaceae;9,19;9363;77688
I23-1327-P16_S669_R1_001;I23-1327-P16;sample;Micrococcaceae;28,89;8318;73625
I23-1327-P17_S685_R1_001;I23-1327-P17;sample;Micrococcaceae;85,6;14131;133477
I23-1327-P18_S701_R1_001;I23-1327-P18;sample;Boseaceae;16,81;3462;27955
I23-1327-P19_S717_R1_001;I23-1327-P19;sample;Microbacteriaceae;17,72;4640;38494
I23-1327-P20_S733_R1_001;I23-1327-P20;sample;Xanthomonadaceae;77,25;3099;24107
I23-1327-P21_S749_R1_001;I23-1327-P21;sample;Micrococcaceae;13,62;771;6617
I23-1327-P22_S765_R1_001;I23-1327-P22;sample;Microbacteriaceae;22,23;1862;19373
I23-1327-P23_S781_R1_001;I23-1327-P23;sample;Micrococcaceae;84,27;2988;25969
I23-1327-P24_S797_R1_001;I23-1327-P24;sample;Xanthomonadaceae;80,97;725;4732
I23-1328-A01_S798_R1_001;I23-1328-A01;positive;Hominidae;2,83;11855;159720
I23-1328-A02_S814_R1_001;I23-1328-A02;negative;Microbacteriaceae;18,92;37;605
I23-1328-A03_S830_R1_001;I23-1328-A03;sample;Xanthomonadaceae;15,86;9867;137239
I23-1328-A04_S846_R1_001;I23-1328-A04;sample;Micrococcaceae;29,58;3671;50785
I23-1328-A05_S862_R1_001;I23-1328-A05;sample;Micrococcaceae;29,51;8652;125392
I23-1328-A06_S878_R1_001;I23-1328-A06;sample;Microbacteriaceae;73,84;2313;25770
I23-1328-A07_S894_R1_001;I23-1328-A07;sample;Xanthomonadaceae;16,47;13126;161627
I23-1328-A08_S910_R1_001;I23-1328-A08;sample;Microbacteriaceae;17,91;12590;163570
I23-1328-A09_S926_R1_001;I23-1328-A09;sample;Micrococcaceae;28,75;5920;74854
I23-1328-A10_S942_R1_001;I23-1328-A10;sample;Microbacteriaceae;82,32;1482;17117
I23-1328-A11_S958_R1_001;I23-1328-A11;sample;Microbacteriaceae;80,25;3919;35014
I23-1328-A12_S974_R1_001;I23-1328-A12;sample;Microbacteriaceae;56,49;9722;138325
I23-1328-A13_S990_R1_001;I23-1328-A13;sample;Streptomycetaceae;40,94;342;3535
I23-1328-A14_S1006_R1_001;I23-1328-A14;sample;Microbacteriaceae;21,78;1570;18278
I23-1328-A15_S1022_R1_001;I23-1328-A15;sample;Xanthomonadaceae;20;5;165
I23-1328-A16_S1038_R1_001;I23-1328-A16;sample;Microbacteriaceae;76,78;7080;90771
I23-1328-A17_S1054_R1_001;I23-1328-A17;sample;Weeksellaceae;69,89;661;9443
I23-1328-A18_S1070_R1_001;I23-1328-A18;sample;Bacillaceae;64,51;9443;131195
I23-1328-A19_S1086_R1_001;I23-1328-A19;sample;Staphylococcaceae;25;4;146
I23-1328-A20_S1102_R1_001;I23-1328-A20;sample;Microbacteriaceae;18;6772;94930
I23-1328-A21_S1118_R1_001;I23-1328-A21;sample;Weeksellaceae;65,6;375;4322
I23-1328-A22_S1134_R1_001;I23-1328-A22;sample;Micrococcaceae;26,37;91;1199
I23-1328-A23_S1150_R1_001;I23-1328-A23;sample;Burkholderiaceae;28,76;2869;32434
I23-1328-A24_S1166_R1_001;I23-1328-A24;sample;Microbacteriaceae;18,95;5076;64997
I23-1328-B01_S799_R1_001;I23-1328-B01;positive;Hominidae;3,01;9983;127219
I23-1328-B02_S815_R1_001;I23-1328-B02;negative;Hominidae;49,12;57;1084
I23-1328-B03_S831_R1_001;I23-1328-B03;sample;Comamonadaceae;30,4;8579;112651
I23-1328-B04_S847_R1_001;I23-1328-B04;sample;Microbacteriaceae;83,28;5843;85072
I23-1328-B05_S863_R1_001;I23-1328-B05;sample;Comamonadaceae;27,94;5777;72100
I23-1328-B06_S879_R1_001;I23-1328-B06;sample;Micrococcaceae;23,26;86;1019
I23-1328-B07_S895_R1_001;I23-1328-B07;sample;Bacillaceae;89,69;10212;146000
I23-1328-B08_S911_R1_001;I23-1328-B08;sample;Streptomycetaceae;72,16;97;1243
I23-1328-B09_S927_R1_001;I23-1328-B09;sample;Enterobacteriaceae;69,88;83;1050
I23-1328-B10_S943_R1_001;I23-1328-B10;sample;Microbacteriaceae;66,67;363;3556
I23-1328-B11_S959_R1_001;I23-1328-B11;sample;Micrococcaceae;21,52;4354;33847
I23-1328-B12_S975_R1_001;I23-1328-B12;sample;Microbacteriaceae;81,23;2627;27975
I23-1328-B13_S991_R1_001;I23-1328-B13;sample;Enterobacteriaceae;74,54;7334;90009
I23-1328-B14_S1007_R1_001;I23-1328-B14;sample;Microbacteriaceae;17,65;51;805
I23-1328-B15_S1023_R1_001;I23-1328-B15;sample;Enterobacteriaceae;45,95;37;619
I23-1328-B16_S1039_R1_001;I23-1328-B16;sample;Bacillaceae;78,05;5448;69638
I23-1328-B17_S1055_R1_001;I23-1328-B17;sample;Propionibacteriaceae;25;4;123
I23-1328-B18_S1071_R1_001;I23-1328-B18;sample;Microbacteriaceae;40;5;67
I23-1328-B19_S1087_R1_001;I23-1328-B19;sample;Bacillaceae;90,6;6062;73696
I23-1328-B20_S1103_R1_001;I23-1328-B20;sample;Microbacteriaceae;14,54;3046;39530
I23-1328-B21_S1119_R1_001;I23-1328-B21;sample;Xanthomonadaceae;89,15;1677;17438
I23-1328-B22_S1135_R1_001;I23-1328-B22;sample;Enterobacteriaceae;53,95;1774;17052
I23-1328-B23_S1151_R1_001;I23-1328-B23;sample;Micrococcaceae;28,52;2924;30945
I23-1328-B24_S1167_R1_001;I23-1328-B24;sample;Pseudomonadaceae;62,5;16;268
I23-1328-C01_S800_R1_001;I23-1328-C01;sample;Micrococcaceae;29,01;5174;65708
I23-1328-C02_S816_R1_001;I23-1328-C02;sample;Microbacteriaceae;15,49;1291;19220
I23-1328-C03_S832_R1_001;I23-1328-C03;sample;Micrococcaceae;28,27;3123;35649
I23-1328-C04_S848_R1_001;I23-1328-C04;sample;Microbacteriaceae;17,61;2572;34443
I23-1328-C05_S864_R1_001;I23-1328-C05;sample;Microbacteriaceae;16,91;1662;19727
I23-1328-C06_S880_R1_001;I23-1328-C06;sample;Microbacteriaceae;17,2;9006;139508
I23-1328-C07_S896_R1_001;I23-1328-C07;sample;Micrococcaceae;30,58;9034;93721
I23-1328-C08_S912_R1_001;I23-1328-C08;sample;Xanthomonadaceae;60;30;462
I23-1328-C09_S928_R1_001;I23-1328-C09;sample;Rhizobiaceae;43,32;247;3408
I23-1328-C10_S944_R1_001;I23-1328-C10;sample;Xanthomonadaceae;57,14;21;200
I23-1328-C11_S960_R1_001;I23-1328-C11;sample;Microbacteriaceae;53,48;1984;22771
I23-1328-C12_S976_R1_001;I23-1328-C12;sample;Xanthomonadaceae;28,79;132;1305
I23-1328-C13_S992_R1_001;I23-1328-C13;sample;Microbacteriaceae;83,44;10661;162650
I23-1328-C14_S1008_R1_001;I23-1328-C14;sample;Xanthomonadaceae;35,19;54;614
I23-1328-C15_S1024_R1_001;I23-1328-C15;sample;Microbacteriaceae;83,47;11525;176008
I23-1328-C16_S1040_R1_001;I23-1328-C16;sample;Xanthomonadaceae;73,11;119;1240
I23-1328-C17_S1056_R1_001;I23-1328-C17;sample;Microbacteriaceae;82,26;4893;95834
I23-1328-C18_S1072_R1_001;I23-1328-C18;sample;Xanthomonadaceae;83,25;3033;30006
I23-1328-C19_S1088_R1_001;I23-1328-C19;sample;Micrococcaceae;28,3;6342;63967
I23-1328-C20_S1104_R1_001;I23-1328-C20;sample;Xanthomonadaceae;82,64;144;1640
I23-1328-C21_S1120_R1_001;I23-1328-C21;sample;Microbacteriaceae;25,36;2863;35959
I23-1328-C22_S1136_R1_001;I23-1328-C22;sample;Bacillaceae;90,8;7248;92128
I23-1328-C23_S1152_R1_001;I23-1328-C23;sample;Bacillaceae;83,57;7939;125479
I23-1328-C24_S1168_R1_001;I23-1328-C24;sample;Xanthomonadaceae;91,67;24;363
I23-1328-D01_S801_R1_001;I23-1328-D01;sample;Pseudomonadaceae;61,98;597;5897
I23-1328-D02_S817_R1_001;I23-1328-D02;sample;Xanthomonadaceae;45,59;851;7515
I23-1328-D03_S833_R1_001;I23-1328-D03;sample;Pseudomonadaceae;62;1929;25768
I23-1328-D04_S849_R1_001;I23-1328-D04;sample;Hominidae;84,62;13;256
I23-1328-D05_S865_R1_001;I23-1328-D05;sample;Burkholderiaceae;64,58;1804;31280
I23-1328-D06_S881_R1_001;I23-1328-D06;sample;Hominidae;55,17;29;459
I23-1328-D07_S897_R1_001;I23-1328-D07;sample;Bacillaceae;90,05;2753;42847
I23-1328-D08_S913_R1_001;I23-1328-D08;sample;Bacillaceae;77,15;10165;129908
I23-1328-D09_S929_R1_001;I23-1328-D09;sample;Erwiniaceae;90,36;996;14929
I23-1328-D10_S945_R1_001;I23-1328-D10;sample;Microbacteriaceae;70,84;1365;16516
I23-1328-D11_S961_R1_001;I23-1328-D11;sample;Bacillaceae;49,63;6550;74609
I23-1328-D12_S977_R1_001;I23-1328-D12;sample;Bacillaceae;49,8;5195;85190
I23-1328-D13_S993_R1_001;I23-1328-D13;sample;Micrococcaceae;31,38;10028;145822
I23-1328-D14_S1009_R1_001;I23-1328-D14;sample;Hominidae;50;14;257
I23-1328-D15_S1025_R1_001;I23-1328-D15;sample;Alcaligenaceae;15,3;12173;179140
I23-1328-D16_S1041_R1_001;I23-1328-D16;sample;Xanthomonadaceae;82,49;337;3285
I23-1328-D17_S1057_R1_001;I23-1328-D17;sample;Bacillaceae;47,59;769;11817
I23-1328-D18_S1073_R1_001;I23-1328-D18;sample;Pseudomonadaceae;89,06;2038;21164
I23-1328-D19_S1089_R1_001;I23-1328-D19;sample;Bacillaceae;81,01;5983;79024
I23-1328-D20_S1105_R1_001;I23-1328-D20;sample;Pseudomonadaceae;86,98;2350;26019
I23-1328-D21_S1121_R1_001;I23-1328-D21;sample;Alcaligenaceae;35,29;17;197
I23-1328-D22_S1137_R1_001;I23-1328-D22;sample;Microbacteriaceae;83,22;1067;11596
I23-1328-D23_S1153_R1_001;I23-1328-D23;sample;Bacillaceae;85,79;4383;55306
I23-1328-D24_S1169_R1_001;I23-1328-D24;sample;Microbacteriaceae;65,11;2906;35833
I23-1328-E01_S802_R1_001;I23-1328-E01;sample;Streptomycetaceae;49,7;334;3511
I23-1328-E02_S818_R1_001;I23-1328-E02;sample;Xanthomonadaceae;83,9;205;2015
I23-1328-E03_S834_R1_001;I23-1328-E03;sample;Streptomycetaceae;57,06;4851;67605
I23-1328-E04_S850_R1_001;I23-1328-E04;sample;Micrococcaceae;24,56;745;8273
I23-1328-E05_S866_R1_001;I23-1328-E05;sample;Micrococcaceae;24,71;11197;160153
I23-1328-E06_S882_R1_001;I23-1328-E06;sample;Bacillaceae;91,95;6918;103986
I23-1328-E07_S898_R1_001;I23-1328-E07;sample;Burkholderiaceae;29,97;8292;117010
I23-1328-E08_S914_R1_001;I23-1328-E08;sample;Xanthomonadaceae;73,49;83;756
I23-1328-E09_S930_R1_001;I23-1328-E09;sample;Micrococcaceae;24,12;6472;82507
I23-1328-E10_S946_R1_001;I23-1328-E10;sample;Microbacteriaceae;82,45;2837;32105
I23-1328-E11_S962_R1_001;I23-1328-E11;sample;Microbacteriaceae;33,87;15813;173620
I23-1328-E12_S978_R1_001;I23-1328-E12;sample;Xanthomonadaceae;74,83;143;1725
I23-1328-E13_S994_R1_001;I23-1328-E13;sample;Micrococcaceae;25,74;7866;117526
I23-1328-E14_S1010_R1_001;I23-1328-E14;sample;Xanthomonadaceae;88,49;10943;129662
I23-1328-E15_S1026_R1_001;I23-1328-E15;sample;0;0;6;147
I23-1328-E16_S1042_R1_001;I23-1328-E16;sample;Xanthomonadaceae;74,58;59;764
I23-1328-E17_S1058_R1_001;I23-1328-E17;sample;Micrococcaceae;30,34;89;1530
I23-1328-E18_S1074_R1_001;I23-1328-E18;sample;Xanthomonadaceae;76;75;1028
I23-1328-E19_S1090_R1_001;I23-1328-E19;sample;Micrococcaceae;28,87;7632;102395
I23-1328-E20_S1106_R1_001;I23-1328-E20;sample;Xanthomonadaceae;81,25;128;1570
I23-1328-E21_S1122_R1_001;I23-1328-E21;sample;Micrococcaceae;22,9;2297;27126
I23-1328-E22_S1138_R1_001;I23-1328-E22;sample;Xanthomonadaceae;87,77;1169;12512
I23-1328-E23_S1154_R1_001;I23-1328-E23;sample;0;0;1;118
I23-1328-E24_S1170_R1_001;I23-1328-E24;sample;Xanthomonadaceae;69,32;6057;73255
I23-1328-F01_S803_R1_001;I23-1328-F01;sample;Xanthomonadaceae;30,25;691;6418
I23-1328-F02_S819_R1_001;I23-1328-F02;sample;Bacillaceae;91,48;9507;112171
I23-1328-F03_S835_R1_001;I23-1328-F03;sample;Xanthomonadaceae;36,22;1549;16789
I23-1328-F04_S851_R1_001;I23-1328-F04;sample;Enterobacteriaceae;50;4;157
I23-1328-F05_S867_R1_001;I23-1328-F05;sample;Xanthomonadaceae;40,71;533;7857
I23-1328-F06_S883_R1_001;I23-1328-F06;sample;Pseudomonadaceae;74,57;1093;12776
I23-1328-F07_S899_R1_001;I23-1328-F07;sample;Micrococcaceae;18,83;11833;132093
I23-1328-F08_S915_R1_001;I23-1328-F08;sample;Micrococcaceae;26,53;3076;28636
I23-1328-F09_S931_R1_001;I23-1328-F09;sample;Micrococcaceae;25,95;7178;84900
I23-1328-F10_S947_R1_001;I23-1328-F10;sample;0;0;2;70
I23-1328-F11_S963_R1_001;I23-1328-F11;sample;Micrococcaceae;26,59;5307;51838
I23-1328-F12_S979_R1_001;I23-1328-F12;sample;Enterobacteriaceae;88,89;9;463
I23-1328-F13_S995_R1_001;I23-1328-F13;sample;Micrococcaceae;45,05;495;5656
I23-1328-F14_S1011_R1_001;I23-1328-F14;sample;Microbacteriaceae;83,83;10030;117285
I23-1328-F15_S1027_R1_001;I23-1328-F15;sample;Bacillaceae;85,47;771;11073
I23-1328-F16_S1043_R1_001;I23-1328-F16;sample;Bacillaceae;90,02;5182;69081
I23-1328-F17_S1059_R1_001;I23-1328-F17;sample;Xanthomonadaceae;44,93;227;2820
I23-1328-F18_S1075_R1_001;I23-1328-F18;sample;Microbacteriaceae;40,32;62;713
I23-1328-F19_S1091_R1_001;I23-1328-F19;sample;Comamonadaceae;14,89;329;2481
I23-1328-F20_S1107_R1_001;I23-1328-F20;sample;Bacillaceae;28,17;2464;31585
I23-1328-F21_S1123_R1_001;I23-1328-F21;sample;Rhizobiaceae;12,15;6050;76807
I23-1328-F22_S1139_R1_001;I23-1328-F22;sample;Microbacteriaceae;62,72;169;1597
I23-1328-F23_S1155_R1_001;I23-1328-F23;sample;Streptomycetaceae;42,9;3541;39178
I23-1328-F24_S1171_R1_001;I23-1328-F24;sample;Microbacteriaceae;17,87;4677;56367
I23-1328-G01_S804_R1_001;I23-1328-G01;sample;Micrococcaceae;29,14;5497;60460
I23-1328-G02_S820_R1_001;I23-1328-G02;sample;Alcaligenaceae;87,18;554;5556
I23-1328-G03_S836_R1_001;I23-1328-G03;sample;Micrococcaceae;22,9;10149;119845
I23-1328-G04_S852_R1_001;I23-1328-G04;sample;Alcaligenaceae;39,06;7786;106134
I23-1328-G05_S868_R1_001;I23-1328-G05;sample;Comamonadaceae;28,84;10403;145149
I23-1328-G06_S884_R1_001;I23-1328-G06;sample;Microbacteriaceae;83,2;8398;110013
I23-1328-G07_S900_R1_001;I23-1328-G07;sample;Microbacteriaceae;17,12;5437;59330
I23-1328-G08_S916_R1_001;I23-1328-G08;sample;Bacillaceae;50;2;123
I23-1328-G09_S932_R1_001;I23-1328-G09;sample;Microbacteriaceae;13,79;8203;112762
I23-1328-G10_S948_R1_001;I23-1328-G10;sample;Bacillaceae;87,51;2819;34916
I23-1328-G11_S964_R1_001;I23-1328-G11;sample;Bacillaceae;51,13;8125;86997
I23-1328-G12_S980_R1_001;I23-1328-G12;sample;Enterobacteriaceae;83,33;30;512
I23-1328-G13_S996_R1_001;I23-1328-G13;sample;Microbacteriaceae;46,49;8129;114091
I23-1328-G14_S1012_R1_001;I23-1328-G14;sample;Enterobacteriaceae;67,65;34;504
I23-1328-G15_S1028_R1_001;I23-1328-G15;sample;Microbacteriaceae;43,44;8522;106071
I23-1328-G16_S1044_R1_001;I23-1328-G16;sample;Xanthomonadaceae;83,82;173;1898
I23-1328-G17_S1060_R1_001;I23-1328-G17;sample;Pseudomonadaceae;75,31;640;9855
I23-1328-G18_S1076_R1_001;I23-1328-G18;sample;Microbacteriaceae;33,33;72;1021
I23-1328-G19_S1092_R1_001;I23-1328-G19;sample;Bacillaceae;74,07;27;349
I23-1328-G20_S1108_R1_001;I23-1328-G20;sample;Xanthomonadaceae;50;12;314
I23-1328-G21_S1124_R1_001;I23-1328-G21;sample;Microbacteriaceae;36,37;8884;128092
I23-1328-G22_S1140_R1_001;I23-1328-G22;sample;Enterobacteriaceae;76,38;254;2921
I23-1328-G23_S1156_R1_001;I23-1328-G23;sample;Micrococcaceae;14,75;217;1822
I23-1328-G24_S1172_R1_001;I23-1328-G24;sample;Enterobacteriaceae;93,48;4051;45663
I23-1328-H01_S805_R1_001;I23-1328-H01;sample;Paenibacillaceae;67,62;9335;119529
I23-1328-H02_S821_R1_001;I23-1328-H02;sample;Microbacteriaceae;21,81;5627;68300
I23-1328-H03_S837_R1_001;I23-1328-H03;sample;Microbacteriaceae;22,22;81;1266
I23-1328-H04_S853_R1_001;I23-1328-H04;sample;Enterobacteriaceae;65;20;395
I23-1328-H05_S869_R1_001;I23-1328-H05;sample;Nocardioidaceae;12,5;16;292
I23-1328-H06_S885_R1_001;I23-1328-H06;sample;Micrococcaceae;28,38;3280;40292
I23-1328-H07_S901_R1_001;I23-1328-H07;sample;Pseudomonadaceae;55,83;163;1741
I23-1328-H08_S917_R1_001;I23-1328-H08;sample;Micrococcaceae;27,52;10750;142167
I23-1328-H09_S933_R1_001;I23-1328-H09;sample;Microbacteriaceae;16,6;1265;14383
I23-1328-H10_S949_R1_001;I23-1328-H10;sample;Pseudomonadaceae;68,61;1523;19945
I23-1328-H11_S965_R1_001;I23-1328-H11;sample;Pseudomonadaceae;73,72;9348;108052
I23-1328-H12_S981_R1_001;I23-1328-H12;sample;Micrococcaceae;15,75;4031;58808
I23-1328-H13_S997_R1_001;I23-1328-H13;sample;Micrococcaceae;79,44;7086;99174
I23-1328-H14_S1013_R1_001;I23-1328-H14;sample;Microbacteriaceae;18,7;7899;97787
I23-1328-H15_S1029_R1_001;I23-1328-H15;sample;Xanthomonadaceae;61,13;4582;53485
I23-1328-H16_S1045_R1_001;I23-1328-H16;sample;Burkholderiaceae;39,11;473;6760
I23-1328-H17_S1061_R1_001;I23-1328-H17;sample;Pseudomonadaceae;56,26;2243;33798
I23-1328-H18_S1077_R1_001;I23-1328-H18;sample;Xanthomonadaceae;32,84;201;2518
I23-1328-H19_S1093_R1_001;I23-1328-H19;sample;Streptomycetaceae;57,76;1134;11933
I23-1328-H20_S1109_R1_001;I23-1328-H20;sample;Microbacteriaceae;45,92;969;10689
I23-1328-H21_S1125_R1_001;I23-1328-H21;sample;Xanthomonadaceae;60,09;5072;62212
I23-1328-H22_S1141_R1_001;I23-1328-H22;sample;Microbacteriaceae;70,12;2607;29977
I23-1328-H23_S1157_R1_001;I23-1328-H23;sample;Microbacteriaceae;15,69;6017;84990
I23-1328-H24_S1173_R1_001;I23-1328-H24;sample;Bradyrhizobiaceae;40,24;917;9248
I23-1328-I01_S806_R1_001;I23-1328-I01;sample;Microbacteriaceae;15,68;3489;34845
I23-1328-I02_S822_R1_001;I23-1328-I02;sample;Enterobacteriaceae;84,85;99;1191
